"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 11, 2021","14.38","15.04","15.06","14.35","29.83M","-3.94%"
"Oct 08, 2021","14.97","14.26","15.35","14.26","54.61M","6.70%"
"Oct 07, 2021","14.03","14.60","14.84","14.00","39.30M","-2.97%"
"Oct 06, 2021","14.46","13.49","14.60","13.15","73.08M","5.70%"
"Oct 05, 2021","13.68","13.80","14.13","13.54","41.04M","-0.22%"
"Oct 04, 2021","13.71","14.25","14.28","13.53","53.63M","-5.77%"
"Oct 01, 2021","14.55","14.40","14.71","14.07","32.25M","1.46%"
"Sep 30, 2021","14.34","13.98","14.71","13.92","55.12M","2.87%"
"Sep 29, 2021","13.94","14.30","14.51","13.87","41.20M","-1.69%"
"Sep 28, 2021","14.18","14.81","14.96","14.02","54.83M","-5.53%"
"Sep 27, 2021","15.01","15.52","15.72","14.92","32.49M","-3.97%"
"Sep 24, 2021","15.63","15.68","15.73","15.36","29.12M","-1.51%"
"Sep 23, 2021","15.87","16.40","16.52","15.81","30.64M","-2.88%"
"Sep 22, 2021","16.34","16.60","16.72","16.16","23.68M","-0.31%"
"Sep 21, 2021","16.39","16.16","16.61","15.82","29.53M","2.12%"
"Sep 20, 2021","16.05","16.24","16.41","15.79","26.80M","-3.14%"
"Sep 17, 2021","16.57","16.31","16.77","15.86","43.89M","1.22%"
"Sep 16, 2021","16.37","16.45","16.62","16.11","31.11M","-1.50%"
"Sep 15, 2021","16.62","17.08","17.13","16.49","30.41M","-2.41%"
"Sep 14, 2021","17.03","17.54","17.78","16.85","48.75M","-2.35%"
"Sep 13, 2021","17.44","17.59","18.04","17.43","35.32M","1.51%"
"Sep 10, 2021","17.18","19.06","19.12","17.18","72.38M","-8.86%"
"Sep 09, 2021","18.85","18.90","19.42","17.96","34.72M","0.32%"
"Sep 08, 2021","18.79","19.25","19.33","18.65","36.16M","-3.54%"
"Sep 06, 2021","19.48","18.86","19.50","18.76","18.19M","3.07%"
"Sep 03, 2021","18.90","18.10","18.90","17.90","46.14M","4.94%"
"Sep 02, 2021","18.01","18.66","18.66","17.86","25.95M","-3.59%"
"Sep 01, 2021","18.68","18.36","18.86","18.28","22.05M","2.41%"
"Aug 31, 2021","18.24","18.75","19.06","18.14","30.44M","-3.39%"
"Aug 30, 2021","18.88","18.94","19.10","18.49","22.32M","-0.79%"
"Aug 27, 2021","19.03","18.92","19.15","18.76","22.75M","1.22%"
"Aug 26, 2021","18.80","19.47","19.70","18.69","34.70M","-3.84%"
"Aug 25, 2021","19.55","19.12","19.56","19.03","30.63M","1.61%"
"Aug 24, 2021","19.24","18.34","19.34","18.15","70.23M","6.12%"
"Aug 23, 2021","18.13","19.02","19.05","18.07","29.13M","-3.87%"
"Aug 20, 2021","18.86","18.70","19.00","18.40","23.58M","-0.47%"
"Aug 19, 2021","18.95","18.58","19.08","18.11","32.79M","0.58%"
"Aug 18, 2021","18.84","19.42","19.50","18.63","33.09M","-2.43%"
"Aug 17, 2021","19.31","19.28","19.66","18.71","29.95M","-0.57%"
"Aug 16, 2021","19.42","20.23","20.40","19.40","32.15M","-4.19%"
"Aug 13, 2021","20.27","21.10","21.17","19.88","43.96M","-3.34%"
"Aug 12, 2021","20.97","20.74","21.26","20.54","24.77M","0.29%"
"Aug 11, 2021","20.91","20.41","20.96","20.15","18.47M","2.50%"
"Aug 10, 2021","20.40","20.53","20.76","20.13","19.48M","-0.44%"
"Aug 09, 2021","20.49","20.57","20.88","20.43","14.09M","-0.92%"
"Aug 06, 2021","20.68","20.53","20.88","20.14","20.38M","1.08%"
"Aug 05, 2021","20.46","20.12","20.75","19.99","35.10M","2.51%"
"Aug 04, 2021","19.96","20.29","20.32","19.72","27.41M","-2.30%"
"Aug 03, 2021","20.43","20.60","20.65","19.72","18.87M","-0.97%"
"Aug 02, 2021","20.63","20.91","21.07","20.56","23.70M","0.15%"
"Jul 30, 2021","20.60","21.44","21.70","20.55","30.18M","-5.16%"
"Jul 29, 2021","21.72","21.58","22.15","21.40","18.27M","0.88%"
"Jul 28, 2021","21.53","21.59","21.78","21.22","17.67M","0.37%"
"Jul 27, 2021","21.45","22.08","22.16","21.10","26.81M","-2.68%"
"Jul 26, 2021","22.04","22.73","22.76","22.02","17.54M","-2.48%"
"Jul 23, 2021","22.60","22.80","22.93","22.21","33.17M","-2.80%"
"Jul 22, 2021","23.25","23.39","23.52","23.05","17.31M","-0.47%"
"Jul 21, 2021","23.36","23.27","23.52","22.97","12.00M","-0.04%"
"Jul 20, 2021","23.37","23.20","23.38","22.70","18.08M","1.08%"
"Jul 19, 2021","23.12","23.65","23.88","22.96","19.38M","-3.26%"
"Jul 16, 2021","23.90","23.82","24.34","23.81","25.82M","0.76%"
"Jul 15, 2021","23.72","23.90","24.57","23.71","60.12M","3.45%"
"Jul 14, 2021","22.93","22.60","22.93","22.51","29.65M","1.96%"
"Jul 13, 2021","22.49","21.97","22.54","21.77","22.87M","1.76%"
"Jul 12, 2021","22.10","22.06","22.40","21.95","20.31M","0.82%"
"Jul 08, 2021","21.92","21.68","22.07","21.48","17.91M","-0.41%"
"Jul 07, 2021","22.01","21.30","22.15","21.28","30.68M","4.46%"
"Jul 06, 2021","21.07","21.14","21.43","20.95","19.76M","-1.45%"
"Jul 05, 2021","21.38","21.50","21.60","21.13","8.64M","-1.20%"
"Jul 02, 2021","21.64","20.80","21.69","20.76","24.16M","4.59%"
"Jul 01, 2021","20.69","21.22","21.27","20.42","18.08M","-2.17%"
"Jun 30, 2021","21.15","21.53","21.60","21.01","25.04M","-2.40%"
"Jun 29, 2021","21.67","21.53","21.69","21.05","11.74M","0.65%"
"Jun 28, 2021","21.53","21.39","21.84","21.12","20.80M","0.65%"
"Jun 25, 2021","21.39","21.77","21.93","21.06","29.78M","-1.20%"
"Jun 24, 2021","21.65","20.80","21.73","20.70","31.32M","5.20%"
"Jun 23, 2021","20.58","20.95","21.22","20.51","16.25M","-1.86%"
"Jun 22, 2021","20.97","21.33","21.34","20.66","16.34M","-1.41%"
"Jun 21, 2021","21.27","21.17","21.32","20.88","10.90M","0.95%"
"Jun 18, 2021","21.07","21.31","21.51","21.02","28.54M","-1.13%"
"Jun 17, 2021","21.31","20.30","21.37","20.08","30.28M","4.92%"
"Jun 16, 2021","20.31","20.95","21.00","20.06","29.05M","-2.78%"
"Jun 15, 2021","20.89","20.56","21.18","20.48","22.53M","1.46%"
"Jun 14, 2021","20.59","20.44","20.73","20.38","16.47M","1.03%"
"Jun 11, 2021","20.38","20.28","20.48","19.99","11.24M","0.49%"
"Jun 10, 2021","20.28","20.34","20.39","19.93","15.54M","0.05%"
"Jun 09, 2021","20.27","21.05","21.09","20.22","26.45M","-3.71%"
"Jun 08, 2021","21.05","21.09","21.43","20.85","34.94M","1.20%"
"Jun 07, 2021","20.80","20.94","20.99","20.57","13.51M","-0.24%"
"Jun 04, 2021","20.85","20.61","21.05","20.51","17.79M","1.71%"
"Jun 02, 2021","20.50","20.41","21.26","20.25","27.25M","0.74%"
"Jun 01, 2021","20.35","20.26","20.65","20.21","17.83M","0.94%"
"May 31, 2021","20.16","20.26","20.40","19.98","12.44M","-0.44%"
"May 28, 2021","20.25","19.70","20.42","19.62","19.35M","3.37%"
"May 27, 2021","19.59","19.74","19.84","19.47","22.36M","-0.41%"
"May 26, 2021","19.67","20.36","20.39","19.65","19.39M","-1.75%"
"May 25, 2021","20.02","20.20","20.66","20.02","33.66M","0.10%"
"May 24, 2021","20.00","18.55","20.06","18.51","43.76M","7.93%"
"May 21, 2021","18.53","18.75","18.78","18.25","22.81M","-1.12%"
"May 20, 2021","18.74","18.68","18.88","18.60","10.96M","0.32%"
"May 19, 2021","18.68","18.76","19.12","18.54","16.65M","-1.53%"
"May 18, 2021","18.97","18.83","19.41","18.77","17.87M","0.58%"
"May 17, 2021","18.86","19.12","19.22","18.73","15.47M","-1.51%"
"May 14, 2021","19.15","19.60","19.74","18.97","26.78M","0.10%"
"May 13, 2021","19.13","18.81","19.25","18.73","19.72M","2.90%"
"May 12, 2021","18.59","19.00","19.15","18.50","21.48M","-3.78%"
"May 11, 2021","19.32","19.00","19.39","18.66","26.57M","0.62%"
"May 10, 2021","19.20","19.89","19.98","19.05","21.84M","-3.47%"
"May 07, 2021","19.89","19.58","19.90","19.33","23.14M","2.21%"
"May 06, 2021","19.46","19.85","19.95","19.30","26.88M","-2.21%"
"May 05, 2021","19.90","19.85","20.09","19.68","14.94M","0.76%"
"May 04, 2021","19.75","20.18","20.23","19.64","19.28M","-2.13%"
"May 03, 2021","20.18","20.11","20.25","19.90","17.72M","0.75%"
"Apr 30, 2021","20.03","20.10","20.39","19.87","29.26M","-1.14%"
"Apr 29, 2021","20.26","20.63","20.67","19.91","34.24M","-1.89%"
"Apr 28, 2021","20.65","20.94","21.10","20.58","28.28M","-1.43%"
"Apr 27, 2021","20.95","21.60","21.65","20.93","15.63M","-3.50%"
"Apr 26, 2021","21.71","21.61","21.81","21.50","19.55M","-0.09%"
"Apr 23, 2021","21.73","21.26","21.73","21.13","25.81M","2.74%"
"Apr 22, 2021","21.15","21.71","21.85","21.11","22.45M","-2.08%"
"Apr 20, 2021","21.60","21.64","21.80","21.42","20.43M","-0.23%"
"Apr 19, 2021","21.65","21.91","22.15","21.54","21.97M","-1.23%"
"Apr 16, 2021","21.92","22.19","22.25","21.76","19.72M","-1.26%"
"Apr 15, 2021","22.20","22.22","22.52","22.10","18.35M","0.36%"
"Apr 14, 2021","22.12","22.35","22.35","21.87","24.15M","-0.36%"
"Apr 13, 2021","22.20","21.72","22.29","21.48","28.87M","2.54%"
"Apr 12, 2021","21.65","21.78","21.93","21.61","20.59M","-0.09%"
"Apr 09, 2021","21.67","21.65","22.02","21.60","35.61M","-0.82%"
"Apr 08, 2021","21.85","20.23","21.90","20.21","56.10M","8.28%"
"Apr 07, 2021","20.18","20.50","20.53","20.03","25.03M","-2.04%"
"Apr 06, 2021","20.60","20.34","20.72","20.06","26.43M","0.88%"
"Apr 05, 2021","20.42","20.60","20.73","19.93","27.07M","-0.10%"
"Apr 01, 2021","20.44","20.28","21.02","20.05","42.84M","0.99%"
"Mar 31, 2021","20.24","20.16","20.46","19.67","36.13M","0.90%"
"Mar 30, 2021","20.06","19.49","20.32","19.42","35.93M","2.09%"
"Mar 29, 2021","19.65","19.93","20.05","19.40","41.21M","-1.65%"
"Mar 26, 2021","19.98","20.40","20.70","19.70","50.20M","-1.58%"
"Mar 25, 2021","20.30","20.05","20.97","19.97","48.75M","-0.34%"
"Mar 24, 2021","20.37","21.48","21.51","20.21","59.37M","-5.30%"
"Mar 23, 2021","21.51","21.80","22.03","21.35","30.77M","-1.83%"
"Mar 22, 2021","21.91","22.40","22.73","21.45","46.01M","-1.70%"
"Mar 19, 2021","22.29","22.48","22.65","22.03","63.46M","0.04%"
"Mar 18, 2021","22.28","23.76","23.85","22.07","53.49M","-6.93%"
"Mar 17, 2021","23.94","23.86","24.05","23.41","37.39M","-0.87%"
"Mar 16, 2021","24.15","23.82","24.39","23.60","38.09M","1.81%"
"Mar 15, 2021","23.72","24.35","24.76","23.55","76.51M","-3.46%"
"Mar 12, 2021","24.57","24.60","24.90","24.27","24.57M","-0.93%"
"Mar 11, 2021","24.80","25.07","25.08","24.46","30.65M","-0.40%"
"Mar 10, 2021","24.90","23.75","25.09","23.47","41.87M","6.46%"
"Mar 09, 2021","23.39","23.55","23.97","23.31","73.82M","1.26%"
"Mar 08, 2021","23.10","24.69","24.77","23.10","82.91M","-8.08%"
"Mar 05, 2021","25.13","25.19","25.34","24.56","45.99M","-1.22%"
"Mar 04, 2021","25.44","25.11","25.70","24.88","40.54M","1.27%"
"Mar 03, 2021","25.12","24.53","25.28","23.50","47.20M","3.50%"
"Mar 02, 2021","24.27","24.29","24.60","23.59","35.35M","-1.14%"
"Mar 01, 2021","24.55","24.56","25.00","24.17","22.13M","1.53%"
"Feb 26, 2021","24.18","24.08","24.96","23.98","45.69M","0.50%"
"Feb 25, 2021","24.06","24.59","25.02","23.81","57.97M","-2.35%"
"Feb 24, 2021","24.64","24.93","25.10","24.20","37.41M","-0.88%"
"Feb 23, 2021","24.86","24.30","25.08","23.85","43.88M","2.52%"
"Feb 22, 2021","24.25","24.23","24.52","23.66","41.41M","-2.77%"
"Feb 19, 2021","24.94","24.92","25.39","24.19","38.67M","-0.40%"
"Feb 18, 2021","25.04","25.50","25.59","24.80","22.58M","-1.80%"
"Feb 17, 2021","25.50","25.72","26.21","25.46","24.75M","-1.58%"
"Feb 12, 2021","25.91","25.52","25.98","25.35","15.13M","1.01%"
"Feb 11, 2021","25.65","25.50","25.95","25.41","20.57M","1.38%"
"Feb 10, 2021","25.30","26.10","26.12","25.11","40.04M","-3.58%"
"Feb 09, 2021","26.24","26.16","26.45","25.90","19.35M","0.31%"
"Feb 08, 2021","26.16","25.85","26.40","25.52","25.77M","1.20%"
"Feb 05, 2021","25.85","25.38","26.09","25.38","24.92M","2.13%"
"Feb 04, 2021","25.31","25.64","26.20","25.16","19.71M","-1.33%"
"Feb 03, 2021","25.65","25.44","25.77","25.04","20.96M","1.38%"
"Feb 02, 2021","25.30","25.30","25.73","25.20","27.56M","1.48%"
"Feb 01, 2021","24.93","25.68","25.74","24.75","29.27M","-1.35%"
"Jan 29, 2021","25.27","25.74","26.08","25.03","36.14M","-3.51%"
"Jan 28, 2021","26.19","25.87","26.50","25.39","32.82M","1.55%"
"Jan 27, 2021","25.79","25.72","26.39","25.35","44.93M","0.16%"
"Jan 26, 2021","25.75","26.25","27.07","25.67","44.47M","-0.92%"
"Jan 22, 2021","25.99","25.13","26.30","25.10","43.00M","1.96%"
"Jan 21, 2021","25.49","25.40","25.65","24.85","33.04M","0.28%"
"Jan 20, 2021","25.42","24.18","25.53","24.12","48.09M","5.56%"
"Jan 19, 2021","24.08","24.54","24.95","23.82","21.03M","-1.51%"
"Jan 18, 2021","24.45","24.05","24.65","23.91","24.26M","2.05%"
"Jan 15, 2021","23.96","23.42","24.11","23.35","32.76M","0.97%"
"Jan 14, 2021","23.73","24.15","24.16","23.50","25.55M","-1.21%"
"Jan 13, 2021","24.02","24.20","24.20","23.55","25.61M","-0.74%"
"Jan 12, 2021","24.20","23.60","24.32","23.25","35.04M","3.02%"
"Jan 11, 2021","23.49","23.50","23.85","23.33","26.65M","-1.47%"
"Jan 08, 2021","23.84","23.19","24.30","23.02","43.99M","2.94%"
"Jan 07, 2021","23.16","23.64","23.85","22.95","42.15M","-1.19%"
"Jan 06, 2021","23.44","24.65","24.66","23.42","51.80M","-5.33%"
"Jan 05, 2021","24.76","25.10","25.18","24.34","25.43M","-1.75%"
"Jan 04, 2021","25.20","25.26","25.58","24.87","25.71M","1.00%"
"Dec 30, 2020","24.95","25.37","25.66","24.95","19.19M","-1.20%"
"Dec 29, 2020","25.25","25.20","25.53","24.99","17.79M","0.12%"
"Dec 28, 2020","25.22","24.75","25.30","24.37","23.10M","1.12%"
"Dec 23, 2020","24.94","25.22","25.60","24.94","20.56M","-0.76%"
"Dec 22, 2020","25.13","25.26","25.39","24.82","25.22M","0.64%"
"Dec 21, 2020","24.97","23.91","25.35","23.59","55.35M","1.96%"
"Dec 18, 2020","24.49","24.45","24.60","24.07","31.02M","-0.08%"
"Dec 17, 2020","24.51","24.83","25.08","24.33","23.43M","-1.68%"
"Dec 16, 2020","24.93","24.47","24.94","24.14","41.31M","1.42%"
"Dec 15, 2020","24.58","24.13","24.79","23.62","39.50M","2.33%"
"Dec 14, 2020","24.02","22.98","24.19","22.85","43.30M","4.61%"
"Dec 11, 2020","22.97","23.07","23.51","22.70","38.14M","-1.75%"
"Dec 10, 2020","23.38","24.07","24.13","23.15","33.67M","-2.42%"
"Dec 09, 2020","23.96","24.92","25.03","23.79","41.17M","-3.89%"
"Dec 08, 2020","24.92","23.71","24.92","23.59","42.10M","4.83%"
"Dec 07, 2020","23.78","23.64","24.24","23.41","24.57M","0.59%"
"Dec 04, 2020","23.64","23.40","23.83","23.15","22.74M","1.55%"
"Dec 03, 2020","23.28","23.06","23.58","22.91","33.18M","1.08%"
"Dec 02, 2020","23.03","22.86","23.15","22.73","25.58M","0.74%"
"Dec 01, 2020","22.86","23.63","23.75","22.58","49.28M","-2.14%"
"Nov 30, 2020","23.36","24.17","24.66","23.20","67.11M","-3.35%"
"Nov 27, 2020","24.16","24.29","24.52","23.90","36.13M","-0.25%"
"Nov 26, 2020","24.22","23.88","24.27","23.80","23.11M","1.04%"
"Nov 25, 2020","23.98","23.65","24.28","23.50","38.91M","1.27%"
"Nov 24, 2020","23.68","23.35","23.95","22.88","57.47M","1.20%"
"Nov 23, 2020","23.40","24.27","24.34","23.20","59.64M","-3.22%"
"Nov 20, 2020","24.17","24.91","24.92","23.99","39.26M","-1.79%"
"Nov 19, 2020","24.61","24.50","24.69","23.80","50.04M","0.41%"
"Nov 18, 2020","24.51","24.67","24.70","24.04","31.52M","-0.77%"
"Nov 17, 2020","24.70","24.72","25.24","24.50","31.91M","-0.48%"
"Nov 16, 2020","24.82","25.27","25.36","24.24","41.36M","-1.00%"
"Nov 13, 2020","25.07","25.73","25.75","24.83","35.56M","-1.49%"
"Nov 12, 2020","25.45","25.50","25.92","24.88","33.82M","-0.39%"
"Nov 11, 2020","25.55","25.37","26.18","25.25","51.17M","1.43%"
"Nov 10, 2020","25.19","25.98","27.09","25.15","79.06M","-4.65%"
"Nov 09, 2020","26.42","28.12","28.28","26.32","71.76M","-3.22%"
"Nov 06, 2020","27.30","26.97","27.33","26.48","33.29M","-0.44%"
"Nov 05, 2020","27.42","26.85","27.67","26.71","46.38M","4.81%"
"Nov 04, 2020","26.16","25.37","26.60","25.34","51.19M","4.80%"
"Nov 03, 2020","24.96","25.25","25.36","24.72","25.25M","1.46%"
"Oct 30, 2020","24.60","25.12","25.27","24.13","30.77M","-2.88%"
"Oct 29, 2020","25.33","24.37","25.55","23.86","37.38M","2.96%"
"Oct 28, 2020","24.60","24.77","25.21","24.37","35.60M","-3.22%"
"Oct 27, 2020","25.42","25.50","25.72","25.09","20.24M","-0.08%"
"Oct 26, 2020","25.44","25.77","26.07","25.08","25.40M","-1.74%"
"Oct 23, 2020","25.89","26.07","26.18","25.62","23.49M","-0.69%"
"Oct 22, 2020","26.07","26.32","26.37","25.97","22.66M","-0.46%"
"Oct 21, 2020","26.19","25.97","26.77","25.93","35.15M","0.69%"
"Oct 20, 2020","26.01","25.77","26.11","25.62","27.49M","1.36%"
"Oct 19, 2020","25.66","26.08","26.27","25.32","36.08M","-0.43%"
"Oct 16, 2020","25.77","25.73","26.02","25.13","32.43M","1.14%"
"Oct 15, 2020","25.48","24.99","26.04","24.97","34.37M","-0.31%"
"Oct 14, 2020","25.56","26.47","27.22","25.01","82.85M","-1.58%"
"Oct 13, 2020","25.97","24.86","26.07","24.85","94.01M","5.96%"
"Oct 09, 2020","24.51","22.95","24.51","22.88","91.29M","6.84%"
"Oct 08, 2020","22.94","22.43","22.98","22.25","46.24M","3.29%"
"Oct 07, 2020","22.21","22.40","22.67","22.20","41.35M","-0.40%"
"Oct 06, 2020","22.30","22.73","22.78","22.19","42.46M","-0.93%"
"Oct 05, 2020","22.51","22.22","22.65","22.04","47.91M","2.37%"
"Oct 02, 2020","21.99","22.74","22.92","21.88","58.79M","-4.19%"
"Oct 01, 2020","22.95","22.31","22.95","22.28","45.22M","3.03%"
"Sep 30, 2020","22.28","22.00","22.45","21.79","46.60M","1.97%"
"Sep 29, 2020","21.85","21.86","22.19","21.62","38.06M","0.00%"
"Sep 28, 2020","21.84","22.88","23.05","21.73","62.53M","-3.49%"
"Sep 25, 2020","22.63","22.08","22.75","21.85","42.79M","1.49%"
"Sep 24, 2020","22.30","21.70","22.42","21.40","48.23M","3.26%"
"Sep 23, 2020","21.60","22.35","22.47","21.53","42.78M","-3.36%"
"Sep 22, 2020","22.35","22.38","22.52","21.85","52.44M","0.89%"
"Sep 21, 2020","22.15","21.29","22.26","21.06","60.68M","1.77%"
"Sep 18, 2020","21.77","21.88","22.36","21.49","59.81M","0.07%"
"Sep 17, 2020","21.75","22.12","22.30","21.64","49.05M","-2.32%"
"Sep 16, 2020","22.27","22.43","22.70","22.13","36.73M","-0.46%"
"Sep 15, 2020","22.37","22.83","23.09","22.25","45.28M","-0.80%"
"Sep 14, 2020","22.55","22.28","22.94","22.23","49.44M","3.12%"
"Sep 11, 2020","21.87","22.32","22.58","21.76","47.71M","-0.77%"
"Sep 10, 2020","22.04","22.82","23.40","21.73","65.31M","-3.23%"
"Sep 09, 2020","22.78","22.23","22.83","22.23","45.49M","4.00%"
"Sep 08, 2020","21.90","21.74","22.35","21.35","44.87M","-1.22%"
"Sep 04, 2020","22.17","22.34","22.59","20.85","89.66M","0.31%"
"Sep 03, 2020","22.10","23.43","23.55","21.78","84.32M","-5.36%"
"Sep 02, 2020","23.35","23.95","24.08","23.23","40.39M","-1.91%"
"Sep 01, 2020","23.81","23.53","24.04","23.39","35.00M","2.26%"
"Aug 31, 2020","23.28","23.60","23.61","23.07","44.47M","-1.44%"
"Aug 28, 2020","23.62","23.10","23.62","22.95","39.06M","2.83%"
"Aug 27, 2020","22.97","22.58","23.01","22.58","48.83M","2.03%"
"Aug 26, 2020","22.51","22.00","22.85","21.97","68.89M","2.44%"
"Aug 25, 2020","21.98","21.95","22.15","21.83","29.32M","1.06%"
"Aug 24, 2020","21.75","22.02","22.25","21.63","31.02M","-0.31%"
"Aug 21, 2020","21.81","21.72","22.15","21.58","32.70M","0.00%"
"Aug 20, 2020","21.81","22.02","22.04","21.52","54.21M","-2.62%"
"Aug 19, 2020","22.40","22.23","22.53","22.03","54.22M","0.22%"
"Aug 18, 2020","22.35","21.35","22.43","20.98","127.01M","9.61%"
"Aug 17, 2020","20.39","20.60","20.85","19.83","57.80M","-0.13%"
"Aug 14, 2020","20.42","20.13","20.59","20.03","42.31M","1.63%"
"Aug 13, 2020","20.09","20.13","20.98","19.84","62.93M","0.49%"
"Aug 12, 2020","19.99","20.31","20.51","19.78","43.78M","-1.15%"
"Aug 11, 2020","20.23","20.65","20.73","20.04","42.30M","-1.15%"
"Aug 10, 2020","20.46","21.52","21.55","20.26","60.36M","-4.34%"
"Aug 07, 2020","21.39","21.28","21.85","21.06","46.21M","-0.30%"
"Aug 06, 2020","21.46","20.98","21.53","20.85","43.84M","3.51%"
"Aug 05, 2020","20.73","20.80","21.09","20.70","30.10M","0.61%"
"Aug 04, 2020","20.60","20.34","20.78","20.18","31.26M","-0.08%"
"Aug 03, 2020","20.62","20.28","20.68","19.92","37.80M","2.30%"
"Jul 31, 2020","20.16","21.03","21.17","19.98","45.09M","-2.99%"
"Jul 30, 2020","20.78","19.76","20.82","19.72","45.19M","3.84%"
"Jul 29, 2020","20.01","20.20","20.31","19.84","25.15M","-0.24%"
"Jul 28, 2020","20.06","19.79","20.23","19.59","29.71M","1.32%"
"Jul 27, 2020","19.79","20.12","20.44","19.58","40.31M","-0.40%"
"Jul 24, 2020","19.87","19.93","19.93","19.26","54.07M","-0.91%"
"Jul 23, 2020","20.06","21.22","21.30","19.58","50.53M","-5.02%"
"Jul 22, 2020","21.12","20.95","21.47","20.50","42.91M","0.42%"
"Jul 21, 2020","21.03","22.13","22.33","20.88","60.79M","-3.10%"
"Jul 20, 2020","21.70","20.55","21.74","20.48","43.13M","6.10%"
"Jul 17, 2020","20.46","20.08","20.51","20.08","43.84M","2.27%"
"Jul 16, 2020","20.00","20.23","20.41","19.74","44.47M","-1.62%"
"Jul 15, 2020","20.33","20.28","20.43","20.17","50.82M","1.24%"
"Jul 14, 2020","20.08","20.14","20.54","19.82","56.45M","0.00%"
"Jul 13, 2020","20.08","20.11","20.51","20.01","43.43M","0.40%"
"Jul 10, 2020","20.00","19.78","20.21","19.69","51.72M","0.98%"
"Jul 09, 2020","19.81","19.21","19.85","19.02","46.35M","3.52%"
"Jul 08, 2020","19.13","18.77","19.13","18.66","46.46M","2.65%"
"Jul 07, 2020","18.64","17.94","18.66","17.73","49.45M","3.79%"
"Jul 06, 2020","17.96","18.16","18.26","17.86","32.43M","0.00%"
"Jul 03, 2020","17.96","17.51","17.97","17.29","28.15M","2.71%"
"Jul 02, 2020","17.49","18.15","18.27","17.49","42.72M","-3.04%"
"Jul 01, 2020","18.04","17.96","18.09","17.69","35.18M","0.91%"
"Jun 30, 2020","17.87","17.42","18.19","17.37","51.15M","1.76%"
"Jun 29, 2020","17.56","17.50","17.56","17.05","32.78M","1.53%"
"Jun 26, 2020","17.30","17.33","17.69","17.13","32.73M","-0.49%"
"Jun 25, 2020","17.38","17.44","17.64","17.15","31.51M","-0.16%"
"Jun 24, 2020","17.41","17.51","17.86","17.01","42.54M","-0.64%"
"Jun 23, 2020","17.52","17.85","17.98","17.52","29.25M","-0.92%"
"Jun 22, 2020","17.69","17.87","18.05","17.51","37.04M","-0.70%"
"Jun 19, 2020","17.81","17.71","17.90","17.57","79.91M","2.44%"
"Jun 18, 2020","17.39","16.76","17.69","16.44","77.62M","3.74%"
"Jun 17, 2020","16.76","16.57","17.13","16.45","77.00M","1.80%"
"Jun 16, 2020","16.46","16.61","16.83","16.11","62.14M","0.23%"
"Jun 15, 2020","16.43","15.68","16.43","15.52","58.41M","2.97%"
"Jun 12, 2020","15.95","15.67","16.21","15.59","68.17M","-1.01%"
"Jun 10, 2020","16.11","15.72","16.23","15.25","78.88M","3.56%"
"Jun 09, 2020","15.56","15.26","15.89","15.19","45.61M","0.00%"
"Jun 08, 2020","15.56","14.97","15.79","14.79","82.19M","4.93%"
"Jun 05, 2020","14.83","15.47","15.49","14.60","77.07M","-1.72%"
"Jun 04, 2020","15.09","15.37","15.50","14.97","50.90M","-3.03%"
"Jun 03, 2020","15.56","15.69","15.84","15.01","78.13M","0.94%"
"Jun 02, 2020","15.42","16.12","16.21","15.32","74.00M","-2.98%"
"Jun 01, 2020","15.89","15.97","16.13","15.65","35.02M","-1.01%"
"May 29, 2020","16.05","16.29","16.39","15.97","66.99M","-1.38%"
"May 28, 2020","16.28","16.78","16.85","16.09","54.20M","-3.13%"
"May 27, 2020","16.80","16.68","16.91","16.15","56.25M","4.47%"
"May 26, 2020","16.09","15.77","17.00","15.75","102.09M","6.75%"
"May 25, 2020","15.07","14.77","15.22","14.69","43.35M","4.77%"
"May 22, 2020","14.38","14.44","14.79","14.26","43.79M","-1.10%"
"May 21, 2020","14.54","14.37","14.74","14.24","42.03M","2.44%"
"May 20, 2020","14.19","14.72","14.84","14.19","48.10M","-2.87%"
"May 19, 2020","14.61","13.95","14.78","13.89","59.34M","5.08%"
"May 18, 2020","13.91","14.09","14.14","13.75","41.22M","1.12%"
"May 15, 2020","13.75","13.72","14.03","13.55","34.92M","-0.67%"
"May 14, 2020","13.84","13.67","13.90","13.42","53.27M","0.73%"
"May 13, 2020","13.75","13.87","13.95","13.58","49.11M","0.55%"
"May 12, 2020","13.67","13.84","14.22","13.49","40.62M","-0.27%"
"May 11, 2020","13.71","13.83","14.11","13.61","33.54M","-1.06%"
"May 08, 2020","13.85","14.45","14.45","13.66","55.20M","-2.20%"
"May 07, 2020","14.17","14.09","14.52","13.32","92.41M","2.97%"
"May 06, 2020","13.76","13.03","13.99","12.98","118.66M","9.86%"
"May 05, 2020","12.52","13.01","13.17","12.51","50.89M","-2.41%"
"May 04, 2020","12.83","11.97","12.89","11.80","52.12M","3.50%"
"Apr 30, 2020","12.40","12.44","12.86","12.25","46.42M","-1.82%"
"Apr 29, 2020","12.63","13.12","13.19","12.51","66.52M","-2.28%"
"Apr 28, 2020","12.92","12.72","12.92","12.51","57.69M","4.65%"
"Apr 27, 2020","12.35","12.28","12.47","11.97","69.73M","4.47%"
"Apr 24, 2020","11.82","12.07","12.26","10.65","105.26M","-4.22%"
